"loss.id","year","1","2","3","4","5","6","7","8","9","10","11","12","loss","reported"
1,1,0.38001211690316,0.622674647572727,0.671128002630521,0.879608068445852,1.05704056703329,1.09865515090526,1.03602068062192,1.01459354129602,1.0086374696226,1,1,1,684745.536608638,TRUE
2,1,0.540966297032447,0.728826927522169,0.819106060241828,0.90703386883188,1.05986032340835,1.11121453647717,1.05033355216236,1.01374587855995,1.00611190058261,1,1,1,429478.627173629,FALSE
3,1,0.64909591900944,0.764647419452175,0.845247520198341,0.953216549171005,1.08600984919456,1.1733402565529,1.04762515830748,1.02640479908822,1.01390870447414,1,1,1,543033.739798047,FALSE
4,1,0.411799877204356,0.724144184994884,0.831502117580424,0.928082114147176,1.08903184243312,1.16147521592264,1.09475942637299,1.04134567186437,1.00125054187002,1,1,1,667163.456345589,TRUE
5,1,0.514082173746418,0.658899615817182,0.810951730978988,0.954576887127398,1.0377035641476,1.06348752653744,1.03411975390184,1.0154151548879,1.00836068692346,1,1,1,521250.80561933,FALSE
6,1,0.397905892772025,0.650011844232291,0.71162253979482,0.932106508994687,1.03268066715163,1.07043559381072,1.02564745304768,1.00683398272948,1.00517158532749,1,1,1,644989.839520328,FALSE
7,1,0.347792629174303,0.582610725535345,0.787650303080583,0.935719469184237,1.0398634482354,1.05631174260076,1.03030079156714,1.00567440088226,1.00284925476733,1,1,1,637928.020113399,FALSE
8,1,0.59921667284448,0.760224377102449,0.830663250746324,0.953446484193515,1.02176688309682,1.05254765131264,1.013527067302,1.00645797034435,1.00442748033373,1,1,1,625422.437249645,FALSE
9,1,0.253898931599517,0.489895419392212,0.709770967798558,0.89422608634425,1.15203644915715,1.29155833359589,1.18708804720841,1.04187917796808,1.02753042512028,1,1,1,701984.404387397,TRUE
10,1,0.678755203788399,0.826709918759761,0.895204033697181,0.975048821442724,1.0137121666037,1.03542592195705,1.0135315780607,1.00997321414966,1.00495644432702,1,1,1,1063878.2879902,TRUE
11,1,0.447474502275563,0.639674008040091,0.761100551735582,0.922970443984681,1.06342764514636,1.1063945395309,1.05736858180948,1.03234907040693,1.01402663505347,1,1,1,647857.348488363,FALSE
12,1,0.567148121326011,0.759215302055832,0.818148877660137,0.903165220331763,1.14066248090814,1.23390441237962,1.1236198794676,1.06217826946824,1.03367663054337,1,1,1,702070.132822378,TRUE
13,1,0.288503913492125,0.51591260075233,0.658889116355105,0.92389152590618,1.1109490920632,1.210597397806,1.13956211537221,1.07476129781193,1.05620613151409,1,1,1,443510.048598029,FALSE
14,1,0.590311387524797,0.807396847193912,0.863764677448548,0.944751706392336,1.01231688119369,1.02777318111558,1.01735825461894,1.00086035799525,1.00034201315964,1,1,1,529366.474845486,FALSE
15,1,0.518842157170564,0.738119144928105,0.868529987732856,0.964719875416434,1.03120919499452,1.0663927450644,1.02840100887299,1.01458321826246,1.00511219529659,1,1,1,502627.878494425,FALSE
16,1,0.428364308761286,0.746460622066204,0.84775461163346,1.02331378689078,0.954059186684681,0.910195418455705,0.95724766284797,0.979448046531265,0.991958788732431,1,1,1,627681.68463221,FALSE
17,1,0.677456108785714,0.784439130325668,0.849290637947628,0.987802438089961,1.01812842218837,1.04046077747137,1.0143385001676,1.00534132865682,1.00307908255148,1,1,1,573848.279338613,FALSE
18,1,0.421647362504744,0.682454186110508,0.7994810689829,1.02216060985722,0.99100733651711,0.979236658404921,0.991747710550015,0.997132098838755,0.998885397317993,1,1,1,688623.652997737,FALSE
19,1,0.322687617823207,0.674301180151271,0.734570899543932,0.97310318764198,1.01428716239108,1.03502093546642,1.01650319446429,1.00219677225852,1.00075822720096,1,1,1,664897.527830002,FALSE
20,1,0.576153260090558,0.753589348581937,0.849000084303333,0.961593273409208,1.04225443717201,1.0965642433876,1.03845719287748,1.01802579869478,1.00856967218529,1,1,1,841903.720503274,TRUE
21,1,0.476915945922206,0.671820974851267,0.75858255309538,0.950836573783353,1.08663361457807,1.19224335927393,1.0553855572198,1.01450189271619,1.0109478443796,1,1,1,502056.709439118,FALSE
22,1,0.349755160499995,0.627197739323474,0.742754680703736,0.858397070806085,1.24042362369738,1.49807842912897,1.32264251174646,1.18240775037531,1.03758488920899,1,1,1,761324.950458583,TRUE
23,1,0.469023701797938,0.62823628570302,0.735936451433764,0.922852643043418,1.06479426279184,1.12544763450836,1.04165356764752,1.00828781620244,1.00380904650746,1,1,1,661003.462716658,FALSE
24,1,0.603815443761365,0.681103482690143,0.795462717866404,0.942105232304839,1.03707917217972,1.05432446132236,1.03137156017553,1.00774963644011,1.0037114582537,1,1,1,555467.122063741,FALSE
25,1,0.676143840307194,0.802094008494334,0.879985284571736,0.973618945581628,1.04307989738959,1.08601077013136,1.04674751676386,1.01566577989498,1.0061487503758,1,1,1,740201.294145249,TRUE
26,1,0.7017151999304,0.810384870586219,0.875536332586277,0.960801583310632,0.994570336729333,0.988262612265876,0.990382034619056,0.997610777359803,0.998721406198114,1,1,1,528749.63623988,FALSE
27,1,0.389329823840306,0.583846089608779,0.708124824478086,0.84378237146337,1.1527950400037,1.35859573026446,1.14594707845911,1.07870184933809,1.03066832721884,1,1,1,583755.848831146,TRUE
28,1,0.594571905479926,0.757306299169399,0.829163246436936,0.904719330905276,1.04634927985162,1.09238414817735,1.0403198282055,1.01405522961234,1.00650852405939,1,1,1,625580.34478448,FALSE
29,1,0.716518072234315,0.842370793059917,0.881921318526226,0.98901954101652,1.01131836654035,1.02232535668149,1.0124587510239,1.00602117517539,1.00378362767879,1,1,1,611410.439974024,FALSE
30,1,0.312282376341045,0.57959051786006,0.719449953907592,0.887027137327553,1.15525555589422,1.28974068554573,1.14715414127267,1.1004772212179,1.06678243904315,1,1,1,613683.890002164,TRUE
31,1,0.371570148275249,0.590658162328636,0.668935328131532,0.878821972589994,1.22541189678757,1.42411822050733,1.16469336622333,1.04046605095769,1.023318022517,1,1,1,488007.685393792,FALSE
32,1,0.479716364645964,0.708439270488788,0.812617991188794,0.980136414723576,1.02074073759172,1.04269462591045,1.01660080308947,1.00626934220246,1.00346547054065,1,1,1,842116.708274932,TRUE
33,1,0.809144765975402,0.866130623200708,0.898238180482747,0.929858694839851,1.10336016456143,1.23237054959164,1.10274298233866,1.03547766644946,1.03235798098628,1,1,1,636626.570630754,TRUE
34,1,0.436105680477913,0.540716911468515,0.663046601556857,0.879280772139612,1.1592655567874,1.38306574290937,1.18328732024105,1.05238636770338,1.02325145059653,1,1,1,574171.248341009,TRUE
35,1,0.518792332097811,0.694606331574206,0.779897071011437,0.927907656598753,1.04728630574907,1.092438493309,1.0504446011812,1.0227882635375,1.01609305030274,1,1,1,489795.15539753,FALSE
36,1,0.33630417564883,0.667969107260461,0.811769975421068,0.974515286032288,1.04085722954321,1.07750811888569,1.03952487941757,1.01221908892302,1.00495555037422,1,1,1,650844.689469008,FALSE
37,1,0.530779282027559,0.755836074398875,0.863694305834962,0.979578311067824,1.0182782323562,1.03530867710369,1.02049775349198,1.00943814288119,1.00345603277003,1,1,1,416494.393998636,FALSE
